,property_id,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
2180,20382947,8680,259000,HOUSE,HOUSE,4,175.0,0.0,0,22.0,0.0,3.0,0,630.0,UNKNOWN,GOOD
2181,20158182,5520,610000,HOUSE,CASTLE,2,296.0,0.0,1,31.0,0.0,0.0,0,110000.0,INSTALLED,UNKNOWN
2183,20270700,1831,419000,HOUSE,HOUSE,4,180.0,0.0,0,9.0,0.0,3.0,0,253.0,UNKNOWN,GOOD
2184,20378138,3320,285000,HOUSE,TOWN_HOUSE,3,201.0,0.0,0,25.0,0.0,2.0,0,349.0,SEMI_EQUIPPED,TO_RESTORE
2185,11407870,5520,97500,APARTMENT,APARTMENT,1,56.0,0.0,0,10.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
2186,20286416,3320,315000,HOUSE,HOUSE,4,205.0,0.0,0,25.0,17.0,2.0,0,130.0,UNKNOWN,AS_NEW
2187,20158181,5520,300000,HOUSE,CASTLE,2,200.0,0.0,1,25.0,0.0,4.0,0,110000.0,INSTALLED,UNKNOWN
2188,20158180,5520,550000,APARTMENT,APARTMENT,2,200.0,0.0,1,25.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
2190,20369486,8900,229000,APARTMENT,APARTMENT,2,90.0,0.0,0,4.0,0.0,3.0,1,0.0,INSTALLED,GOOD
2191,20345692,8680,315000,HOUSE,HOUSE,3,200.0,0.0,0,25.0,0.0,4.0,0,904.0,UNKNOWN,AS_NEW
2192,20393410,8370,149000,APARTMENT,FLAT_STUDIO,0,41.0,0.0,0,4.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2193,10979613,6692,234500,HOUSE,HOUSE,3,120.0,0.0,0,18.0,0.0,4.0,0,974.0,USA_UNINSTALLED,UNKNOWN
2194,20384141,8900,215000,APARTMENT,APARTMENT,2,92.0,0.0,0,4.0,0.0,2.0,1,0.0,INSTALLED,GOOD
2195,20318450,6860,170000,HOUSE,HOUSE,2,176.0,0.0,0,22.0,0.0,3.0,1,1647.0,UNKNOWN,UNKNOWN
2196,20158184,5520,1300000,HOUSE,CASTLE,6,600.0,0.0,1,100.0,0.0,0.0,0,110000.0,INSTALLED,UNKNOWN
2197,20371656,3320,249000,HOUSE,HOUSE,4,148.0,0.0,0,20.0,254.0,2.0,0,462.0,UNKNOWN,TO_RENOVATE
2198,20397124,8370,199000,APARTMENT,APARTMENT,1,55.0,0.0,0,10.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2199,20377357,3320,185000,HOUSE,HOUSE,3,135.0,0.0,0,20.0,0.0,0.0,0,130.0,SEMI_EQUIPPED,GOOD
2200,20388923,6970,229000,APARTMENT,APARTMENT,2,91.0,0.0,0,6.0,0.0,2.0,1,0.0,UNKNOWN,GOOD
2203,20306384,8680,289000,APARTMENT,APARTMENT,3,120.0,0.0,0,4.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
2204,11306536,1831,521000,HOUSE,HOUSE,4,149.0,0.0,0,20.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2205,20158178,5520,550000,HOUSE,CASTLE,2,200.0,0.0,1,25.0,0.0,0.0,0,110000.0,INSTALLED,UNKNOWN
2206,20303842,3320,295000,HOUSE,BUNGALOW,3,130.0,0.0,0,20.0,320.0,4.0,0,534.0,UNKNOWN,TO_RENOVATE
2207,20392686,8680,200000,HOUSE,HOUSE,3,113.0,0.0,0,15.0,0.0,4.0,0,292.0,UNKNOWN,GOOD
2208,20354887,3320,275000,HOUSE,HOUSE,4,180.0,0.0,0,24.0,0.0,0.0,0,562.0,UNKNOWN,TO_RESTORE
2209,20367838,6860,189000,HOUSE,HOUSE,4,251.0,0.0,0,30.0,0.0,3.0,0,528.0,UNKNOWN,TO_RENOVATE
2210,20365793,8370,750000,APARTMENT,APARTMENT,2,200.0,0.0,0,19.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,GOOD
2211,20279896,3320,299000,HOUSE,HOUSE,3,141.0,0.0,0,20.0,0.0,2.0,0,216.0,SEMI_EQUIPPED,GOOD
2212,20158179,5520,610000,APARTMENT,APARTMENT,2,296.0,0.0,1,31.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
2213,11450636,1831,195000,APARTMENT,FLAT_STUDIO,1,67.0,1.0,0,4.0,0.0,2.0,0,0.0,UNKNOWN,AS_NEW
2214,20390485,8370,419000,HOUSE,HOUSE,3,221.0,0.0,0,26.0,0.0,2.0,0,217.0,UNKNOWN,GOOD
2215,20158183,5520,300000,APARTMENT,APARTMENT,2,200.0,0.0,1,25.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN
2216,20199367,6860,440000,HOUSE,HOUSE,5,268.0,0.0,0,50.0,500.0,4.0,0,733.0,INSTALLED,GOOD
2217,11488628,1831,250236,APARTMENT,GROUND_FLOOR,1,76.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2218,20191812,6860,480000,HOUSE,HOUSE,4,272.0,0.0,0,30.0,0.0,4.0,1,879.0,UNKNOWN,UNKNOWN
2219,11306533,1831,521000,APARTMENT,APARTMENT,4,149.0,0.0,0,20.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2220,20398883,3550,225000,HOUSE,HOUSE,3,170.0,0.0,0,22.0,0.0,4.0,1,720.0,UNKNOWN,UNKNOWN
2221,20154477,5022,250000,HOUSE,HOUSE,4,140.0,0.0,0,30.0,450.0,4.0,1,635.0,INSTALLED,GOOD
2222,20322389,3803,395000,HOUSE,HOUSE,4,135.0,0.0,0,15.0,0.0,0.0,0,187.0,UNKNOWN,UNKNOWN
2224,20386820,3830,412560,HOUSE,HOUSE,3,168.0,0.0,0,25.0,0.0,0.0,0,973.0,UNKNOWN,AS_NEW
2225,20375181,5500,165000,APARTMENT,APARTMENT,1,50.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2226,20375392,5500,139000,APARTMENT,GROUND_FLOOR,1,66.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
2228,20393100,9500,199000,APARTMENT,APARTMENT,3,75.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2229,20375196,5500,230000,APARTMENT,APARTMENT,2,80.0,0.0,0,11.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
2230,20006472,5500,179000,HOUSE,HOUSE,4,191.0,0.0,0,24.0,0.0,3.0,1,1014.0,INSTALLED,TO_BE_DONE_UP
2231,20252966,5500,240000,HOUSE,HOUSE,5,160.0,0.0,0,20.0,0.0,4.0,0,760.0,NOT_INSTALLED,TO_BE_DONE_UP
2232,20375210,5500,199000,APARTMENT,APARTMENT,4,170.0,1.0,0,22.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2233,20380520,5542,69500,HOUSE,CHALET,2,40.0,1.0,0,10.0,0.0,4.0,0,399.0,UNKNOWN,UNKNOWN
2234,20020266,5022,475000,HOUSE,HOUSE,6,224.0,0.0,0,42.0,1560.0,4.0,1,1689.0,HYPER_EQUIPPED,GOOD
2236,20277671,3803,369000,HOUSE,HOUSE,3,159.0,0.0,0,21.0,0.0,3.0,0,580.0,INSTALLED,JUST_RENOVATED
2238,20330300,3830,312000,APARTMENT,APARTMENT,2,100.0,0.0,0,24.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
2240,20163745,3803,373700,HOUSE,HOUSE,3,180.0,0.0,0,24.0,0.0,3.0,0,697.0,INSTALLED,UNKNOWN
2241,20291573,5541,69500,HOUSE,CHALET,2,50.0,1.0,0,10.0,0.0,4.0,0,326.0,UNKNOWN,UNKNOWN
2242,20270350,3550,249000,APARTMENT,APARTMENT,2,92.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2247,20394271,3550,469000,HOUSE,HOUSE,3,325.0,0.0,0,40.0,0.0,4.0,1,1123.0,UNKNOWN,UNKNOWN
2248,20393162,9500,384000,HOUSE,APARTMENT_BLOCK,3,252.0,0.0,0,30.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2249,20302760,3550,380000,HOUSE,HOUSE,5,259.0,0.0,0,30.0,0.0,0.0,0,695.0,UNKNOWN,TO_BE_DONE_UP
2250,10991464,5542,95000,HOUSE,CHALET,3,54.0,1.0,0,10.0,0.0,4.0,0,253.0,INSTALLED,UNKNOWN
2252,20330297,3830,375000,APARTMENT,APARTMENT,2,101.0,0.0,0,11.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
2254,20221765,3793,330000,HOUSE,VILLA,3,130.0,0.0,1,20.0,0.0,4.0,1,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2255,20244110,5541,97500,HOUSE,BUNGALOW,2,50.0,1.0,0,10.0,1.0,3.0,1,0.0,UNKNOWN,UNKNOWN
2256,20269817,3550,265000,APARTMENT,APARTMENT,2,104.0,0.0,0,13.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2257,20393158,9500,225000,HOUSE,MIXED_USE_BUILDING,5,236.0,0.0,0,39.0,50.0,0.0,0,190.0,SEMI_EQUIPPED,TO_RENOVATE
2258,20378411,5541,115000,HOUSE,HOUSE,2,58.0,0.0,0,16.0,0.0,2.0,0,42.0,UNKNOWN,GOOD
2259,20313617,4607,165000,HOUSE,HOUSE,4,229.0,0.0,0,28.0,127.0,2.0,0,207.0,UNKNOWN,TO_RENOVATE
2260,20375377,5542,60000,HOUSE,COUNTRY_COTTAGE,2,58.0,0.0,1,12.0,211.0,0.0,0,211.0,UNKNOWN,GOOD
2261,20330298,3830,383000,APARTMENT,APARTMENT,3,116.0,0.0,0,20.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
2262,20376381,9500,195000,APARTMENT,APARTMENT,1,152.0,0.0,0,20.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
2264,11474354,3550,285000,HOUSE,HOUSE,2,100.0,0.0,0,16.0,900.0,4.0,1,1000.0,INSTALLED,GOOD
2265,20393140,9500,299999,HOUSE,MIXED_USE_BUILDING,3,235.0,0.0,0,30.0,895.0,2.0,0,1050.0,INSTALLED,GOOD
2266,10991465,5542,95000,HOUSE,CHALET,3,54.0,0.0,0,10.0,0.0,4.0,0,502.0,INSTALLED,UNKNOWN
2268,20286186,5541,159000,HOUSE,HOUSE,2,139.0,0.0,1,20.0,0.0,3.0,0,70.0,SEMI_EQUIPPED,UNKNOWN
2269,20376336,9500,189000,APARTMENT,APARTMENT,2,130.0,0.0,0,20.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2270,20393143,9500,299999,HOUSE,HOUSE,3,235.0,0.0,0,30.0,895.0,2.0,0,1050.0,INSTALLED,GOOD
2272,20375372,5542,65000,HOUSE,COUNTRY_COTTAGE,2,45.0,1.0,0,20.0,295.0,0.0,0,295.0,UNKNOWN,GOOD
2273,20032377,5542,70000,HOUSE,CHALET,2,40.0,1.0,0,10.0,0.0,4.0,0,344.0,SEMI_EQUIPPED,UNKNOWN
2274,20268200,3830,112200,APARTMENT,APARTMENT,1,55.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN
2276,20377327,5541,499000,HOUSE,EXCEPTIONAL_PROPERTY,3,250.0,1.0,0,30.0,500.0,4.0,1,1035.0,INSTALLED,GOOD
2277,10874021,5542,85000,HOUSE,CHALET,3,54.0,1.0,0,10.0,0.0,4.0,0,357.0,UNKNOWN,UNKNOWN
2278,20063251,5542,69000,HOUSE,CHALET,2,50.0,1.0,0,10.0,0.0,4.0,0,224.0,UNKNOWN,UNKNOWN
2279,20306562,3793,385000,HOUSE,HOUSE,3,127.0,0.0,0,20.0,0.0,0.0,0,476.0,INSTALLED,UNKNOWN
2280,20393133,9500,384000,APARTMENT,APARTMENT,3,252.0,0.0,0,30.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2281,20154004,4607,275000,HOUSE,HOUSE,3,150.0,0.0,0,20.0,220.0,3.0,0,324.0,INSTALLED,JUST_RENOVATED
2282,20393102,9500,225000,HOUSE,HOUSE,5,236.0,0.0,0,39.0,50.0,0.0,0,190.0,SEMI_EQUIPPED,TO_RENOVATE
2283,11425059,4607,399000,HOUSE,VILLA,3,162.0,0.0,0,12.0,0.0,3.0,0,480.0,INSTALLED,AS_NEW
2284,20285102,4607,310000,HOUSE,APARTMENT_BLOCK,5,234.0,0.0,0,28.0,0.0,3.0,0,856.0,INSTALLED,UNKNOWN
2285,20295052,4607,548000,HOUSE,TOWN_HOUSE,4,189.0,0.0,0,24.0,0.0,3.0,1,697.0,UNKNOWN,UNKNOWN
2286,11425060,4607,499000,HOUSE,VILLA,3,205.0,0.0,0,14.0,0.0,3.0,1,312.0,INSTALLED,AS_NEW
2287,20324690,5022,310000,HOUSE,HOUSE,3,158.0,0.0,0,21.0,0.0,3.0,0,0.0,INSTALLED,JUST_RENOVATED
2288,20393117,9500,384000,HOUSE,HOUSE,3,252.0,0.0,0,30.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2289,20375280,5500,159000,HOUSE,HOUSE,4,220.0,0.0,0,16.0,183.0,2.0,0,183.0,UNKNOWN,GOOD
2290,20329945,5541,459000,HOUSE,EXCEPTIONAL_PROPERTY,6,250.0,1.0,0,100.0,900.0,4.0,1,1121.0,INSTALLED,AS_NEW
2291,20380523,5542,64000,HOUSE,CHALET,2,40.0,1.0,0,10.0,0.0,4.0,0,263.0,UNKNOWN,UNKNOWN
2292,20290106,5500,99000,APARTMENT,FLAT_STUDIO,0,27.0,0.0,0,2.0,0.0,3.0,0,0.0,USA_SEMI_EQUIPPED,UNKNOWN
2293,20392651,5542,124000,HOUSE,COUNTRY_COTTAGE,2,50.0,0.0,1,20.0,215.0,0.0,0,215.0,UNKNOWN,GOOD
2294,20269808,3550,265000,APARTMENT,APARTMENT,2,92.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2295,20323885,3550,639000,HOUSE,VILLA,2,221.0,0.0,0,26.0,0.0,4.0,0,1746.0,UNKNOWN,AS_NEW
2296,20364654,4607,295000,HOUSE,HOUSE,3,140.0,0.0,0,47.0,136.0,3.0,0,238.0,INSTALLED,AS_NEW
2297,20266561,4607,325000,HOUSE,HOUSE,2,145.0,0.0,0,80.0,500.0,3.0,1,1212.0,INSTALLED,JUST_RENOVATED
2298,20397451,3830,264000,APARTMENT,APARTMENT,2,97.0,0.0,0,9.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2299,20330299,3830,272000,APARTMENT,APARTMENT,1,93.0,0.0,0,24.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
2300,20366120,4050,479000,HOUSE,HOUSE,4,182.0,0.0,0,65.0,885.0,4.0,0,1065.0,UNKNOWN,GOOD
2302,20375663,4050,198500,APARTMENT,APARTMENT,2,95.0,0.0,0,12.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,GOOD
2303,20159604,4050,249000,HOUSE,HOUSE,2,104.0,0.0,0,44.0,44.0,3.0,0,0.0,INSTALLED,AS_NEW
2304,20296347,4601,435000,HOUSE,HOUSE,3,162.0,0.0,0,53.0,0.0,4.0,1,1036.0,INSTALLED,UNKNOWN
2305,20355209,4050,195000,APARTMENT,APARTMENT,3,130.0,0.0,0,20.0,0.0,2.0,0,0.0,INSTALLED,TO_BE_DONE_UP
2306,20084567,4042,249000,HOUSE,HOUSE,3,148.0,0.0,0,20.0,0.0,3.0,0,275.0,INSTALLED,UNKNOWN
2307,20184665,4050,70000,HOUSE,HOUSE,2,65.0,0.0,0,10.0,250.0,4.0,1,371.0,NOT_INSTALLED,TO_RENOVATE
2308,20381735,4050,149000,APARTMENT,DUPLEX,1,108.0,0.0,0,15.0,0.0,3.0,1,0.0,SEMI_EQUIPPED,TO_RENOVATE
2309,20297968,4042,415000,HOUSE,HOUSE,4,160.0,0.0,0,35.0,120.0,2.0,1,301.0,INSTALLED,AS_NEW
2310,20283845,4042,451544,HOUSE,HOUSE,3,169.0,0.0,0,30.0,0.0,2.0,0,266.0,HYPER_EQUIPPED,UNKNOWN
2313,20262508,4042,385000,HOUSE,HOUSE,4,152.0,0.0,0,28.0,151.0,2.0,1,248.0,INSTALLED,AS_NEW
2314,11238367,1342,395000,HOUSE,HOUSE,3,126.0,0.0,0,30.0,204.0,3.0,0,204.0,INSTALLED,UNKNOWN
2315,20257955,4050,280000,APARTMENT,APARTMENT,2,136.0,0.0,0,6.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2316,20188309,4050,249000,APARTMENT,APARTMENT,3,133.0,0.0,0,14.0,14.0,2.0,0,0.0,INSTALLED,AS_NEW
2317,20389626,4042,110000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,1.0,3.0,1,0.0,UNKNOWN,TO_RENOVATE
2318,20393939,1040,345000,APARTMENT,APARTMENT,2,100.0,0.0,0,13.0,0.0,2.0,1,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2319,20207408,7320,369000,HOUSE,VILLA,5,215.0,0.0,0,40.0,0.0,4.0,0,875.0,UNKNOWN,AS_NEW
2320,20375898,4050,269000,APARTMENT,APARTMENT,3,150.0,0.0,0,20.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,JUST_RENOVATED
2321,20272372,4601,439000,HOUSE,HOUSE,4,203.0,0.0,0,49.0,0.0,3.0,0,706.0,INSTALLED,UNKNOWN
2323,20283841,4042,443344,HOUSE,HOUSE,4,142.0,0.0,0,24.0,0.0,3.0,0,343.0,HYPER_EQUIPPED,AS_NEW
2324,20193580,4920,230000,HOUSE,HOUSE,5,281.0,0.0,0,30.0,0.0,3.0,1,690.0,INSTALLED,TO_RENOVATE
2325,20366440,7830,240000,HOUSE,VILLA,2,128.0,0.0,0,43.0,0.0,4.0,1,1551.0,UNKNOWN,UNKNOWN
2326,20288281,7320,155000,HOUSE,TOWN_HOUSE,2,95.0,0.0,0,18.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2327,20274367,7641,40000,HOUSE,HOUSE,2,128.0,0.0,0,20.0,0.0,3.0,0,1160.0,UNKNOWN,TO_RENOVATE
2328,20122998,1342,330000,HOUSE,HOUSE,5,194.0,0.0,0,25.0,0.0,3.0,0,418.0,INSTALLED,UNKNOWN
2329,20178630,4920,349000,APARTMENT,DUPLEX,3,137.0,0.0,0,35.0,0.0,4.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2330,20323751,1472,235000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,2.0,0,180.0,UNKNOWN,TO_BE_DONE_UP
2331,20053437,1342,499000,HOUSE,HOUSE,3,166.0,0.0,0,50.0,887.0,4.0,1,887.0,INSTALLED,UNKNOWN
2332,11283152,1342,630000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,3.0,1,1608.0,NOT_INSTALLED,UNKNOWN
2333,20273424,1472,290000,HOUSE,HOUSE,3,170.0,0.0,0,100.0,493.0,3.0,0,741.0,INSTALLED,TO_RENOVATE
2334,20210375,4601,399000,HOUSE,HOUSE,3,177.0,0.0,1,35.0,0.0,4.0,1,864.0,SEMI_EQUIPPED,AS_NEW
2335,20165572,4601,295000,HOUSE,HOUSE,3,217.0,0.0,0,29.0,0.0,3.0,0,865.0,INSTALLED,UNKNOWN
2339,20246664,7320,165000,HOUSE,MIXED_USE_BUILDING,3,100.0,0.0,0,13.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
2340,20366392,4920,169000,HOUSE,MIXED_USE_BUILDING,2,110.0,1.0,0,14.0,0.0,2.0,1,85.0,INSTALLED,JUST_RENOVATED
2341,20362966,1342,380000,HOUSE,HOUSE,2,100.0,0.0,0,50.0,0.0,4.0,0,650.0,USA_INSTALLED,GOOD
2342,20237412,7641,89500,HOUSE,HOUSE,2,66.0,0.0,0,10.0,0.0,2.0,0,490.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2343,20372939,7320,120000,HOUSE,HOUSE,2,101.0,0.0,0,13.0,0.0,2.0,0,178.0,UNKNOWN,UNKNOWN
2344,20186127,4920,295000,HOUSE,HOUSE,4,167.0,0.0,0,22.0,477.0,4.0,1,477.0,INSTALLED,GOOD
2345,20246107,7320,185000,HOUSE,HOUSE,3,190.0,0.0,0,30.0,0.0,3.0,0,970.0,UNKNOWN,TO_RENOVATE
2346,20375849,7320,149000,HOUSE,HOUSE,3,102.0,0.0,0,13.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
2347,20366398,4920,279000,HOUSE,APARTMENT_BLOCK,0,286.0,0.0,0,30.0,245.0,3.0,0,414.0,INSTALLED,GOOD
2348,20353758,1040,265000,APARTMENT,APARTMENT,1,63.0,0.0,0,5.0,0.0,3.0,1,0.0,SEMI_EQUIPPED,GOOD
2350,20118591,7320,195000,HOUSE,HOUSE,4,156.0,0.0,0,1.0,1.0,2.0,1,359.0,UNKNOWN,AS_NEW
2351,11467984,7830,200000,HOUSE,TOWN_HOUSE,4,162.0,0.0,0,21.25,0.0,2.0,1,502.0,UNKNOWN,UNKNOWN
2352,20208792,1472,550000,HOUSE,HOUSE,5,281.0,0.0,1,30.0,0.0,4.0,0,1091.0,INSTALLED,GOOD
2353,20379461,1040,299000,APARTMENT,FLAT_STUDIO,1,45.0,0.0,0,9.0,20.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2354,20189148,1342,325000,HOUSE,VILLA,2,106.0,0.0,0,28.0,583.0,4.0,0,733.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2356,20381833,1040,325000,APARTMENT,APARTMENT,1,65.0,0.0,0,8.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,JUST_RENOVATED
2357,20290037,1342,350000,HOUSE,HOUSE,4,160.0,0.0,0,40.0,152.0,3.0,1,525.0,INSTALLED,TO_BE_DONE_UP
2358,20321246,7320,55000,HOUSE,HOUSE,2,125.0,0.0,0,20.0,0.0,4.0,0,524.0,UNKNOWN,TO_RENOVATE
2359,20355598,1472,150000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,2.0,0,0.0,UNKNOWN,UNKNOWN
2360,11313839,7830,200000,HOUSE,HOUSE,3,121.0,0.0,0,20.0,0.0,2.0,1,329.0,UNKNOWN,UNKNOWN
2361,20390450,4920,269000,HOUSE,HOUSE,4,137.0,0.0,0,20.0,0.0,3.0,1,290.0,INSTALLED,GOOD
2364,20289100,4920,235000,APARTMENT,APARTMENT,2,130.0,0.0,0,20.0,0.0,2.0,1,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2366,20350126,7320,145000,HOUSE,HOUSE,3,152.0,0.0,0,20.0,0.0,2.0,0,240.0,UNKNOWN,UNKNOWN
2368,20354945,4920,225000,HOUSE,CHALET,4,99.0,0.0,0,13.0,0.0,4.0,1,258.0,INSTALLED,JUST_RENOVATED
2370,20383884,7830,300000,HOUSE,HOUSE,3,200.0,0.0,0,25.0,671.0,3.0,0,783.0,UNKNOWN,UNKNOWN
2371,20148346,1342,595000,HOUSE,HOUSE,3,190.0,0.0,0,50.0,1461.0,4.0,1,1461.0,INSTALLED,TO_BE_DONE_UP
2372,20280630,4050,248500,APARTMENT,DUPLEX,4,141.0,0.0,0,12.0,0.0,3.0,1,0.0,INSTALLED,GOOD
2373,10829255,7830,350000,HOUSE,HOUSE,5,250.0,0.0,0,30.0,0.0,3.0,1,786.0,UNKNOWN,UNKNOWN
2375,20348003,4920,170000,HOUSE,HOUSE,4,86.0,0.0,0,11.0,280.0,2.0,1,100.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2376,20373136,4920,119000,HOUSE,HOUSE,4,103.0,0.0,0,13.0,67.0,4.0,1,345.0,NOT_INSTALLED,GOOD
2377,20365597,4042,459551,HOUSE,HOUSE,4,147.0,0.0,0,28.0,0.0,3.0,0,342.0,HYPER_EQUIPPED,UNKNOWN
2378,20375817,1342,330000,HOUSE,HOUSE,3,160.0,0.0,0,21.0,147.0,0.0,0,473.0,SEMI_EQUIPPED,GOOD
2379,20290533,7830,450000,HOUSE,HOUSE,3,208.0,0.0,1,15.0,1100.0,4.0,0,1740.0,INSTALLED,UNKNOWN
2380,20314876,7830,230000,HOUSE,HOUSE,3,178.0,0.0,0,22.0,0.0,3.0,1,315.0,UNKNOWN,GOOD
2381,20389471,4920,175000,HOUSE,HOUSE,2,128.0,0.0,0,20.0,0.0,2.0,1,97.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2382,20388760,1040,350000,HOUSE,HOUSE,2,168.0,0.0,0,6.0,0.0,2.0,1,75.0,HYPER_EQUIPPED,GOOD
2385,20359175,2200,325000,APARTMENT,APARTMENT,2,135.0,0.0,0,24.0,90.0,2.0,0,0.0,HYPER_EQUIPPED,GOOD
2386,20359160,2200,315000,APARTMENT,APARTMENT,2,76.0,0.0,0,11.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW
2387,20360964,2200,249000,APARTMENT,APARTMENT,2,106.0,0.0,0,36.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW
2388,20389000,2900,329000,HOUSE,HOUSE,4,135.0,0.0,0,5.0,0.0,2.0,0,80.0,HYPER_EQUIPPED,AS_NEW
2389,20398063,2200,395000,APARTMENT,APARTMENT,5,273.0,0.0,0,30.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_RENOVATE
2390,20367973,9170,399000,HOUSE,HOUSE,4,232.0,0.0,0,12.0,110.0,3.0,0,336.0,INSTALLED,GOOD
2391,20393875,2900,209000,APARTMENT,APARTMENT,1,44.0,0.0,0,10.0,0.0,2.0,0,0.0,UNKNOWN,AS_NEW
2392,20359158,2200,229000,APARTMENT,APARTMENT,2,95.0,0.0,0,12.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2393,20326884,2900,419000,HOUSE,HOUSE,4,250.0,0.0,0,17.0,91.0,2.0,0,172.0,INSTALLED,AS_NEW
2394,20390148,2940,659000,HOUSE,HOUSE,2,200.0,0.0,0,25.0,0.0,4.0,0,1353.0,INSTALLED,GOOD
2395,20359186,2200,249000,APARTMENT,APARTMENT,2,107.0,0.0,0,14.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
2396,20396042,2200,395000,HOUSE,HOUSE,5,273.0,0.0,0,30.0,0.0,2.0,0,354.0,SEMI_EQUIPPED,TO_RENOVATE
2397,20368536,2900,299000,APARTMENT,APARTMENT,2,100.0,0.0,0,8.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
2398,20387653,2900,590000,HOUSE,EXCEPTIONAL_PROPERTY,6,300.0,0.0,1,10.0,80.0,2.0,1,208.0,INSTALLED,GOOD
2399,20375640,9300,255000,HOUSE,HOUSE,3,173.0,0.0,0,22.0,0.0,0.0,0,614.0,SEMI_EQUIPPED,TO_RENOVATE
2400,20389327,2900,465000,HOUSE,TOWN_HOUSE,3,210.0,0.0,0,27.0,0.0,2.0,0,88.0,INSTALLED,AS_NEW
2401,20149335,2240,549000,HOUSE,VILLA,3,198.0,0.0,0,25.0,265.0,0.0,0,611.0,INSTALLED,GOOD
2402,20367108,2200,279000,APARTMENT,TRIPLEX,2,194.0,0.0,0,53.0,0.0,2.0,0,0.0,INSTALLED,GOOD
2403,20297169,9981,447000,HOUSE,HOUSE,3,178.0,0.0,0,22.0,0.0,0.0,0,415.0,HYPER_EQUIPPED,GOOD
2404,20398654,2940,395000,APARTMENT,APARTMENT,2,121.0,0.0,0,20.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
2405,20398670,9300,325000,APARTMENT,APARTMENT,2,121.0,0.0,0,20.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
