,property_id,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
10262,20402393,8620,240000,HOUSE,HOUSE,3,140.0,0.0,0,20.0,10.0,4.0,0,85.0,UNKNOWN,GOOD
10263,20400550,2480,275000,HOUSE,HOUSE,4,164.0,0.0,1,21.0,0.0,4.0,0,780.0,SEMI_EQUIPPED,TO_RENOVATE
10264,20366637,6040,199990,HOUSE,HOUSE,5,267.0,0.0,0,20.0,90.0,2.0,0,150.0,HYPER_EQUIPPED,UNKNOWN
10265,20402205,6040,188000,HOUSE,HOUSE,2,73.0,0.0,0,73.0,0.0,2.0,0,444.0,INSTALLED,UNKNOWN
10266,20208126,8620,435000,APARTMENT,APARTMENT,2,80.0,1.0,0,12.0,0.0,0.0,0,0.0,INSTALLED,GOOD
10267,20203873,1640,285000,HOUSE,HOUSE,2,79.0,0.0,1,11.0,0.0,4.0,0,160.0,SEMI_EQUIPPED,TO_RENOVATE
10268,20331366,3300,285000,HOUSE,HOUSE,4,142.0,0.0,0,28.0,246.0,2.0,0,430.0,UNKNOWN,AS_NEW
10269,20394727,9051,369000,APARTMENT,APARTMENT,2,85.0,0.0,0,5.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10270,10857627,2060,229000,APARTMENT,APARTMENT,2,85.0,0.0,0,12.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
10271,9750718,2640,195000,APARTMENT,APARTMENT,2,99.0,0.0,0,13.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10272,20320335,8570,330000,HOUSE,HOUSE,3,164.0,0.0,0,21.0,0.0,2.0,0,246.0,INSTALLED,JUST_RENOVATED
10273,20314394,6200,179000,HOUSE,HOUSE,3,200.0,0.0,0,25.0,0.0,3.0,0,389.0,UNKNOWN,TO_RENOVATE
10274,11381880,6200,180000,APARTMENT,DUPLEX,3,144.0,0.0,0,7.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW
10275,20329690,8700,299000,HOUSE,HOUSE,4,191.0,0.0,0,19.0,323.0,2.0,0,467.0,UNKNOWN,TO_BE_DONE_UP
10276,20399426,6200,119000,HOUSE,HOUSE,3,115.0,0.0,0,20.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
10277,20402878,2060,299000,HOUSE,HOUSE,4,160.0,0.0,0,21.0,0.0,0.0,0,47.0,UNKNOWN,GOOD
10278,20394725,9051,398000,APARTMENT,APARTMENT,2,94.0,0.0,0,3.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10281,20235587,1640,785000,HOUSE,HOUSE,7,250.0,0.0,0,30.0,0.0,4.0,0,970.0,UNKNOWN,GOOD
10282,20402642,7100,135000,HOUSE,HOUSE,3,120.0,0.0,0,18.0,0.0,3.0,0,165.0,INSTALLED,GOOD
10284,10788645,7000,266000,APARTMENT,APARTMENT,3,107.0,0.0,0,14.0,0.0,3.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10285,20379533,2490,425000,APARTMENT,APARTMENT,4,295.0,0.0,0,30.25,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN
10286,20402459,5020,349000,HOUSE,HOUSE,3,140.0,0.0,1,20.0,0.0,3.0,0,159.0,INSTALLED,JUST_RENOVATED
10287,20402986,2490,570000,HOUSE,HOUSE,4,230.0,0.0,0,28.0,0.0,4.0,0,759.0,INSTALLED,AS_NEW
10288,20375060,2490,335000,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,4.0,0,783.0,UNKNOWN,GOOD
10289,20183991,2490,298500,HOUSE,HOUSE,3,170.0,0.0,1,20.0,1100.0,4.0,1,1349.0,INSTALLED,TO_BE_DONE_UP
10290,20380772,2490,549000,HOUSE,HOUSE,5,268.0,0.0,0,30.0,0.0,4.0,0,0.0,INSTALLED,AS_NEW
10291,20402166,5621,234000,HOUSE,HOUSE,3,135.0,0.0,0,20.0,0.0,2.0,1,0.0,INSTALLED,GOOD
10292,20000373,8850,457778,HOUSE,HOUSE,4,205.0,0.0,0,25.0,0.0,3.0,0,485.0,UNKNOWN,UNKNOWN
10293,20172236,8850,235000,HOUSE,HOUSE,3,186.0,0.0,0,24.0,0.0,0.0,0,609.0,UNKNOWN,GOOD
10294,20189694,8850,295000,HOUSE,HOUSE,3,165.0,0.0,0,21.0,0.0,3.0,1,277.0,INSTALLED,AS_NEW
10295,20401799,8850,264000,HOUSE,HOUSE,3,159.0,0.0,0,21.0,0.0,2.0,0,385.0,SEMI_EQUIPPED,GOOD
10297,20171692,8850,485000,HOUSE,HOUSE,4,250.0,0.0,0,20.0,0.0,4.0,0,1354.0,UNKNOWN,AS_NEW
10299,20390248,8850,275000,HOUSE,HOUSE,3,165.0,0.0,0,21.0,0.0,3.0,1,277.0,INSTALLED,AS_NEW
10300,10286460,8850,406872,HOUSE,HOUSE,4,205.0,0.0,0,25.0,0.0,3.0,0,288.0,UNKNOWN,UNKNOWN
10301,20402505,7130,190000,HOUSE,APARTMENT_BLOCK,1,103.0,0.0,0,13.0,0.0,2.0,0,385.0,UNKNOWN,TO_RENOVATE
10302,20402504,7130,190000,HOUSE,HOUSE,1,103.0,0.0,0,13.0,0.0,2.0,0,385.0,UNKNOWN,TO_RENOVATE
10303,20402475,7942,380000,HOUSE,HOUSE,4,186.0,0.0,0,18.0,741.0,4.0,0,941.0,HYPER_EQUIPPED,GOOD
10304,20260315,7500,160000,HOUSE,HOUSE,3,190.0,0.0,0,24.0,0.0,2.0,1,110.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10305,20402175,1200,549000,HOUSE,MIXED_USE_BUILDING,3,198.0,0.0,0,2.0,78.0,2.0,1,200.0,NOT_INSTALLED,TO_RENOVATE
10306,20402530,6860,269900,APARTMENT,APARTMENT,2,97.0,0.0,0,11.0,0.0,2.0,1,0.0,UNKNOWN,UNKNOWN
10307,20402502,6860,299000,APARTMENT,APARTMENT,3,116.0,0.0,0,11.0,0.0,3.0,1,0.0,UNKNOWN,UNKNOWN
10308,20399726,9300,229000,HOUSE,HOUSE,3,170.0,0.0,0,10.0,84.0,2.0,1,250.0,INSTALLED,TO_RENOVATE
10309,20402550,7641,89500,HOUSE,HOUSE,2,66.0,0.0,0,10.0,0.0,2.0,0,490.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10310,20402660,8370,315000,HOUSE,HOUSE,3,174.0,0.0,0,22.0,0.0,4.0,0,174.0,UNKNOWN,UNKNOWN
10311,20399475,9600,169950,APARTMENT,LOFT,1,160.0,0.0,0,21.0,0.0,2.0,0,0.0,NOT_INSTALLED,GOOD
10312,20402654,5500,425000,HOUSE,VILLA,5,182.0,0.0,0,24.0,0.0,4.0,0,1259.0,SEMI_EQUIPPED,UNKNOWN
10313,20402523,8370,569000,HOUSE,VILLA,3,175.0,0.0,0,22.0,0.0,4.0,0,545.0,UNKNOWN,GOOD
10314,20342304,2870,349000,HOUSE,HOUSE,3,162.0,0.0,0,21.0,0.0,0.0,0,507.0,SEMI_EQUIPPED,GOOD
10315,20402521,5022,370000,HOUSE,HOUSE,4,200.0,0.0,1,25.0,1600.0,4.0,1,1600.0,INSTALLED,TO_RESTORE
10316,20320828,2200,649000,HOUSE,VILLA,3,332.0,0.0,1,40.0,0.0,4.0,0,1090.0,INSTALLED,GOOD
10317,20227660,2870,359000,APARTMENT,APARTMENT,2,98.0,0.0,0,12.0,0.0,4.0,0,0.0,USA_HYPER_EQUIPPED,UNKNOWN
10318,20149339,8900,485000,APARTMENT,APARTMENT,2,110.0,0.0,0,15.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
10319,20402500,6860,299000,APARTMENT,APARTMENT,3,121.0,0.0,0,11.0,0.0,3.0,1,0.0,UNKNOWN,UNKNOWN
10320,20401537,9300,332000,APARTMENT,APARTMENT,2,106.0,0.0,0,13.0,94.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10321,20359140,2200,345000,HOUSE,HOUSE,3,178.0,0.0,0,22.0,0.0,2.0,0,103.0,INSTALLED,GOOD
10322,20227663,2870,379000,APARTMENT,PENTHOUSE,2,98.0,0.0,0,12.0,0.0,4.0,0,0.0,USA_HYPER_EQUIPPED,UNKNOWN
10323,20401777,9300,450000,HOUSE,MANSION,3,181.0,0.0,0,23.0,0.0,4.0,0,100.0,UNKNOWN,UNKNOWN
10324,20402796,9600,465000,HOUSE,MANSION,4,325.0,0.0,1,40.0,0.0,3.0,0,660.0,INSTALLED,GOOD
10325,20318063,2200,149900,APARTMENT,APARTMENT,1,65.0,0.0,0,10.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
10326,20386439,9600,579000,HOUSE,HOUSE,4,240.0,0.0,0,30.0,0.0,3.0,0,1120.0,INSTALLED,GOOD
10327,20390389,2240,519273,HOUSE,HOUSE,4,148.0,0.0,0,20.0,0.0,3.0,0,377.0,INSTALLED,UNKNOWN
10328,20390391,2240,539511,HOUSE,HOUSE,4,195.0,0.0,0,24.0,0.0,3.0,0,371.0,INSTALLED,UNKNOWN
10329,20390388,2240,519113,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,3.0,0,384.0,INSTALLED,UNKNOWN
10330,20399640,2610,249900,APARTMENT,APARTMENT,2,80.0,0.0,0,11.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10331,20365181,2610,269000,APARTMENT,APARTMENT,2,80.0,0.0,0,4.0,0.0,3.0,0,0.0,INSTALLED,JUST_RENOVATED
10332,20358613,2610,199000,APARTMENT,APARTMENT,2,88.0,0.0,0,12.0,0.0,4.0,0,0.0,SEMI_EQUIPPED,GOOD
10333,20338902,2610,399000,APARTMENT,APARTMENT,3,137.0,0.0,0,4.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW
10334,20379299,2610,195000,APARTMENT,APARTMENT,1,35.0,0.0,0,3.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10335,20402214,8800,468990,APARTMENT,APARTMENT,3,123.0,0.0,0,46.0,0.0,3.0,1,0.0,UNKNOWN,GOOD
10336,20402189,8800,258250,APARTMENT,APARTMENT,2,83.0,0.0,0,11.0,0.0,2.0,1,0.0,UNKNOWN,GOOD
10337,20402229,8800,235000,HOUSE,HOUSE,3,165.0,0.0,0,21.0,0.0,0.0,0,240.0,UNKNOWN,TO_RESTORE
10338,20041041,3130,334800,APARTMENT,APARTMENT,2,95.0,0.0,0,10.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10339,20041104,3130,290200,APARTMENT,APARTMENT,2,78.0,0.0,0,24.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10340,20268995,3130,395000,HOUSE,HOUSE,3,147.0,0.0,0,20.0,410.0,3.0,0,410.0,UNKNOWN,AS_NEW
10341,11303661,3130,274000,HOUSE,HOUSE,3,228.0,0.0,0,26.0,385.0,3.0,0,481.0,UNKNOWN,AS_NEW
10342,20041108,3130,458000,APARTMENT,APARTMENT,2,121.0,0.0,0,40.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10343,20041107,3130,346000,APARTMENT,APARTMENT,2,96.0,0.0,0,8.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10344,20041043,3130,403050,APARTMENT,APARTMENT,3,114.0,0.0,0,17.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10345,20041106,3130,387400,APARTMENT,APARTMENT,2,93.0,0.0,0,39.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10346,20308806,3130,199000,HOUSE,HOUSE,4,151.0,0.0,0,21.0,0.0,3.0,1,363.0,UNKNOWN,TO_RENOVATE
10347,20121785,3800,299000,HOUSE,HOUSE,3,186.0,0.0,0,24.0,0.0,0.0,0,80.0,INSTALLED,JUST_RENOVATED
10348,20402970,3800,160000,HOUSE,HOUSE,2,135.0,0.0,0,20.0,0.0,2.0,1,118.0,UNKNOWN,UNKNOWN
10349,20402212,1050,418000,APARTMENT,APARTMENT,2,92.0,0.0,0,12.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,GOOD
10350,20402487,1050,580000,HOUSE,HOUSE,3,135.0,0.0,0,2.0,20.0,2.0,1,83.0,HYPER_EQUIPPED,GOOD
10351,20321711,1050,199000,APARTMENT,GROUND_FLOOR,1,66.0,0.0,0,10.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
10352,20400032,8770,389000,HOUSE,HOUSE,3,202.0,0.0,0,25.0,0.0,3.0,0,761.0,UNKNOWN,GOOD
10353,20278092,1490,365000,HOUSE,HOUSE,4,173.0,0.0,0,20.0,0.0,3.0,1,580.0,HYPER_EQUIPPED,GOOD
10354,20402443,1070,245000,APARTMENT,APARTMENT,2,90.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
10355,20402228,8560,225000,HOUSE,HOUSE,3,184.0,0.0,0,24.0,0.0,0.0,0,541.0,UNKNOWN,GOOD
10356,20284709,1070,319000,APARTMENT,APARTMENT,2,95.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,GOOD
10357,20137599,2550,519000,HOUSE,HOUSE,5,207.0,0.0,0,25.0,406.0,3.0,0,505.0,INSTALLED,TO_BE_DONE_UP
10358,20381258,2000,725000,APARTMENT,APARTMENT,2,125.0,0.0,0,6.0,0.0,2.0,0,0.0,INSTALLED,UNKNOWN
10359,20402215,3600,239000,APARTMENT,APARTMENT,2,93.0,0.0,0,13.0,0.0,2.0,1,0.0,UNKNOWN,UNKNOWN
10360,11154456,2550,389000,HOUSE,HOUSE,3,163.0,0.0,0,21.0,130.0,3.0,0,215.0,INSTALLED,GOOD
10361,20318434,2550,239000,APARTMENT,SERVICE_FLAT,1,64.0,0.0,0,10.0,0.0,3.0,1,0.0,INSTALLED,GOOD
10362,11489700,2550,295000,HOUSE,HOUSE,3,131.0,0.0,1,20.0,60.0,2.0,0,170.0,NOT_INSTALLED,TO_RENOVATE
10363,20400827,2550,318000,HOUSE,APARTMENT_BLOCK,2,118.0,0.0,0,16.0,0.0,0.0,0,280.0,HYPER_EQUIPPED,UNKNOWN
10366,20019542,9820,395000,HOUSE,HOUSE,3,133.0,0.0,0,20.0,720.0,0.0,0,720.0,UNKNOWN,GOOD
10367,20306709,2550,695000,APARTMENT,APARTMENT,4,240.0,0.0,0,27.0,0.0,0.0,0,0.0,INSTALLED,GOOD
10368,20189564,9472,319200,APARTMENT,DUPLEX,3,100.0,0.0,0,8.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10369,20361318,2550,345000,HOUSE,HOUSE,3,179.0,0.0,0,22.0,153.0,0.0,0,253.0,SEMI_EQUIPPED,TO_RENOVATE
10370,20322667,2550,245000,APARTMENT,APARTMENT,1,78.0,0.0,0,7.0,0.0,0.0,0,0.0,INSTALLED,GOOD
10371,20051057,9450,295000,APARTMENT,APARTMENT,2,90.0,0.0,0,12.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
10372,20369574,9450,245000,APARTMENT,APARTMENT,2,96.0,0.0,0,6.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10373,20151198,2550,260000,APARTMENT,APARTMENT,2,70.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10374,20174143,8630,90000,HOUSE,HOUSE,3,263.0,0.0,1,30.0,0.0,4.0,1,752.0,UNKNOWN,TO_RENOVATE
10375,20402282,8400,395000,APARTMENT,APARTMENT,1,78.0,0.0,0,2.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
10376,20402343,8400,240000,APARTMENT,APARTMENT,1,80.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
10378,20399363,8730,299000,HOUSE,HOUSE,2,144.0,0.0,0,20.0,0.0,2.0,0,499.0,UNKNOWN,UNKNOWN
10382,20402652,8730,268000,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,0.0,0,466.0,UNKNOWN,TO_RENOVATE
10383,20402916,9890,398000,HOUSE,HOUSE,3,144.0,0.0,0,20.0,0.0,2.0,0,330.0,UNKNOWN,GOOD
10384,20260919,9080,298000,APARTMENT,APARTMENT,2,88.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
10385,20399962,8400,310000,APARTMENT,APARTMENT,2,65.0,0.0,0,2.0,0.0,2.0,1,0.0,INSTALLED,JUST_RENOVATED
10386,20401960,8730,469000,HOUSE,HOUSE,5,300.0,0.0,0,15.0,750.0,4.0,1,1076.0,INSTALLED,TO_BE_DONE_UP
10388,20378394,7700,109000,HOUSE,HOUSE,2,100.0,0.0,0,13.0,65.0,2.0,1,135.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10389,20285322,9690,650000,HOUSE,HOUSE,6,270.0,0.0,0,30.0,0.0,0.0,0,170.0,UNKNOWN,GOOD
10390,20402321,9890,249000,HOUSE,HOUSE,3,150.0,0.0,0,20.0,0.0,0.0,0,453.0,INSTALLED,UNKNOWN
10391,20155095,9080,375000,HOUSE,HOUSE,5,220.0,0.0,0,25.0,200.0,2.0,0,309.0,INSTALLED,TO_BE_DONE_UP
10392,20297717,1180,235000,APARTMENT,APARTMENT,1,70.0,0.0,0,10.0,0.0,2.0,1,0.0,INSTALLED,TO_RENOVATE
10395,20270171,9690,650000,HOUSE,APARTMENT_BLOCK,6,270.0,0.0,0,30.0,0.0,0.0,0,170.0,UNKNOWN,GOOD
10396,20388385,6224,199000,HOUSE,HOUSE,2,115.0,0.0,0,10.0,1200.0,2.0,0,1200.0,INSTALLED,JUST_RENOVATED
10399,20402272,2100,210000,APARTMENT,APARTMENT,2,96.0,0.0,0,4.0,0.0,4.0,0,0.0,SEMI_EQUIPPED,GOOD
10400,20402392,8540,225000,HOUSE,HOUSE,5,159.0,0.0,0,21.0,278.0,3.0,0,423.0,UNKNOWN,GOOD
10401,10671252,8540,277696,APARTMENT,APARTMENT,2,95.0,0.0,0,23.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
10402,20402305,8790,279000,APARTMENT,APARTMENT,2,100.0,0.0,0,13.0,0.0,0.0,0,0.0,UNKNOWN,TO_BE_DONE_UP
10404,20011488,2650,210000,APARTMENT,GROUND_FLOOR,2,84.0,0.0,0,12.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10406,20318440,2650,157000,APARTMENT,GROUND_FLOOR,1,70.0,0.0,0,10.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10407,20376495,2650,465000,HOUSE,HOUSE,2,153.0,0.0,0,21.0,0.0,0.0,0,823.0,SEMI_EQUIPPED,TO_RENOVATE
10410,20360977,9230,395000,HOUSE,HOUSE,3,141.0,0.0,0,37.0,166.0,3.0,0,428.0,INSTALLED,GOOD
10411,20289109,9320,285000,HOUSE,HOUSE,3,170.0,0.0,0,15.0,45.0,3.0,0,248.0,UNKNOWN,TO_BE_DONE_UP
10412,20402234,4100,269000,HOUSE,BUNGALOW,3,112.0,0.0,0,15.0,0.0,3.0,1,783.0,UNKNOWN,UNKNOWN
10413,20280155,8500,117500,APARTMENT,APARTMENT,1,85.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,TO_RENOVATE
10414,20402801,8500,535000,APARTMENT,DUPLEX,2,185.0,0.0,1,24.0,0.0,3.0,0,0.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10415,20402444,2800,207000,APARTMENT,PENTHOUSE,1,49.0,0.0,0,10.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
10416,20078613,6000,185000,HOUSE,APARTMENT_BLOCK,0,165.0,0.0,0,21.0,155.0,2.0,0,250.0,UNKNOWN,GOOD
10417,20117034,7070,195000,APARTMENT,APARTMENT,2,78.0,0.0,0,11.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
10418,20402906,9400,359000,HOUSE,HOUSE,5,223.0,0.0,0,25.0,0.0,3.0,1,550.0,INSTALLED,GOOD
10419,11441948,7070,160000,HOUSE,HOUSE,2,140.0,0.0,0,30.0,0.0,3.0,1,0.0,UNKNOWN,TO_RESTORE
10421,20402501,1600,225000,APARTMENT,SERVICE_FLAT,1,67.0,0.0,0,9.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
10422,20402907,9400,359000,HOUSE,HOUSE,5,223.0,0.0,0,25.0,0.0,3.0,1,550.0,INSTALLED,GOOD
10423,20401037,2660,349900,HOUSE,HOUSE,3,136.0,0.0,0,16.0,25.0,0.0,0,206.0,UNKNOWN,TO_RENOVATE
10424,20254049,5060,319000,HOUSE,HOUSE,3,142.0,0.0,0,20.0,0.0,3.0,0,0.0,INSTALLED,UNKNOWN
10425,20208484,3920,262500,HOUSE,HOUSE,2,140.0,0.0,0,1.0,0.0,3.0,1,210.0,UNKNOWN,TO_BE_DONE_UP
10426,20402810,9800,437000,HOUSE,HOUSE,4,170.0,0.0,0,21.0,0.0,3.0,1,238.0,HYPER_EQUIPPED,AS_NEW
10427,20402813,9800,435000,HOUSE,HOUSE,4,170.0,0.0,0,21.0,0.0,3.0,1,242.0,HYPER_EQUIPPED,AS_NEW
10428,20402816,9800,445000,HOUSE,HOUSE,4,217.0,0.0,0,25.0,0.0,3.0,1,275.0,HYPER_EQUIPPED,AS_NEW
10429,20402820,9800,446000,HOUSE,HOUSE,4,170.0,0.0,0,21.0,0.0,3.0,1,238.0,HYPER_EQUIPPED,AS_NEW
10430,20402825,9800,456000,HOUSE,HOUSE,4,217.0,0.0,0,25.0,0.0,3.0,1,275.0,HYPER_EQUIPPED,AS_NEW
10431,20276935,7070,395000,HOUSE,EXCEPTIONAL_PROPERTY,5,250.0,0.0,0,30.0,0.0,2.0,1,0.0,INSTALLED,AS_NEW
10432,20259952,1080,265000,APARTMENT,APARTMENT,2,83.0,0.0,0,4.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10433,20356395,1080,245000,APARTMENT,APARTMENT,2,101.0,0.0,0,13.0,0.0,2.0,1,0.0,INSTALLED,GOOD
10434,20400497,2880,330000,HOUSE,HOUSE,2,141.0,0.0,0,20.0,0.0,2.0,0,237.0,SEMI_EQUIPPED,UNKNOWN
10435,11381878,2880,275000,HOUSE,HOUSE,2,118.0,0.0,0,20.0,0.0,3.0,0,137.0,INSTALLED,GOOD
10436,20400653,2880,359000,HOUSE,HOUSE,3,171.0,0.0,0,20.0,0.0,0.0,0,516.0,INSTALLED,TO_BE_DONE_UP
10438,11418327,2880,640000,HOUSE,HOUSE,3,240.0,0.0,0,30.0,0.0,3.0,0,372.0,HYPER_EQUIPPED,AS_NEW
10439,20402417,1357,290000,APARTMENT,APARTMENT,3,140.0,0.0,0,20.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,UNKNOWN
10440,20402961,8530,245000,APARTMENT,APARTMENT,3,143.0,0.0,0,20.0,0.0,2.0,1,0.0,UNKNOWN,UNKNOWN
10442,20402275,8930,199000,HOUSE,HOUSE,2,126.0,0.0,0,20.0,0.0,0.0,0,485.0,UNKNOWN,GOOD
10443,20402176,6180,249000,HOUSE,HOUSE,3,148.0,0.0,0,20.0,800.0,2.0,1,1098.0,INSTALLED,GOOD
10444,20402418,1357,290000,APARTMENT,APARTMENT,3,140.0,0.0,0,20.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,UNKNOWN
10445,20272514,9660,310000,HOUSE,BUNGALOW,4,150.0,0.0,0,20.0,0.0,4.0,0,1140.0,SEMI_EQUIPPED,TO_RENOVATE
10446,20402416,1357,290000,APARTMENT,APARTMENT,3,140.0,0.0,0,20.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,UNKNOWN
10447,20399730,9255,485000,HOUSE,HOUSE,4,176.0,0.0,0,22.0,0.0,3.0,1,460.0,HYPER_EQUIPPED,AS_NEW
10449,20050114,1800,399000,HOUSE,HOUSE,4,160.0,0.0,0,27.0,95.0,2.0,1,209.0,INSTALLED,GOOD
10450,20402658,9000,779000,APARTMENT,APARTMENT,2,171.0,0.0,0,24.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
10451,20402629,9000,220000,APARTMENT,APARTMENT,1,71.0,0.0,0,10.0,0.0,0.0,0,0.0,INSTALLED,JUST_RENOVATED
10452,20402656,9000,375000,APARTMENT,APARTMENT,2,91.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,TO_BE_DONE_UP
10453,20337660,8420,245000,APARTMENT,APARTMENT,2,67.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10454,20402286,8600,230000,HOUSE,HOUSE,3,129.0,0.0,0,20.0,0.0,0.0,0,165.0,INSTALLED,JUST_RENOVATED
10455,20402307,1930,359000,APARTMENT,DUPLEX,3,130.0,0.0,0,15.0,0.0,0.0,0,0.0,INSTALLED,TO_RENOVATE
10456,11145475,8420,69000,APARTMENT,APARTMENT,0,35.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
10457,20323635,1500,390000,HOUSE,APARTMENT_BLOCK,5,256.0,0.0,0,30.0,0.0,3.0,1,127.0,INSTALLED,TO_BE_DONE_UP
10458,20401909,9040,399000,HOUSE,HOUSE,4,161.0,1.0,0,10.0,0.0,2.0,0,65.0,HYPER_EQUIPPED,TO_RENOVATE
10459,20402330,8600,230000,HOUSE,HOUSE,3,129.0,0.0,0,20.0,0.0,0.0,0,165.0,INSTALLED,JUST_RENOVATED
10460,20315324,2018,480000,APARTMENT,APARTMENT,2,116.0,0.0,0,7.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10461,20401220,8420,399000,HOUSE,HOUSE,4,177.0,0.0,0,22.0,0.0,0.0,0,75.0,INSTALLED,GOOD
10462,20402817,9000,625000,HOUSE,APARTMENT_BLOCK,4,150.0,0.0,0,20.0,0.0,2.0,1,44.0,INSTALLED,TO_BE_DONE_UP
10463,20402924,2020,245000,APARTMENT,APARTMENT,2,96.0,0.0,0,13.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10464,20402659,8420,249000,APARTMENT,APARTMENT,2,76.0,0.0,0,11.0,0.0,0.0,0,0.0,INSTALLED,TO_BE_DONE_UP
10465,20360867,1500,249000,APARTMENT,APARTMENT,2,91.0,0.0,0,12.0,0.0,2.0,0,0.0,UNKNOWN,AS_NEW
10466,20402930,9120,495000,HOUSE,HOUSE,3,205.0,0.0,1,20.0,250.0,3.0,1,598.0,HYPER_EQUIPPED,AS_NEW
10467,20400850,2580,288000,APARTMENT,APARTMENT,1,82.0,0.0,0,12.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10468,20400836,2580,317500,APARTMENT,APARTMENT,2,175.0,0.0,0,22.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10469,20400843,2580,327500,APARTMENT,APARTMENT,2,98.0,0.0,0,13.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10471,20402777,9052,419406,APARTMENT,APARTMENT,2,99.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10472,20400676,9940,360000,APARTMENT,GROUND_FLOOR,2,103.0,0.0,0,36.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10473,20256464,1785,265000,APARTMENT,DUPLEX,2,100.0,0.0,0,13.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
10474,20402322,9940,419000,HOUSE,HOUSE,3,160.0,0.0,0,25.0,0.0,3.0,0,440.0,UNKNOWN,GOOD
